age,income,employment_type,housing_status,years_at_job,years_at_address,region,has_bank_account,loan_purpose,loan_amount,secured,dti,num_inquiries_6m,num_delinquencies_24m,num_collections,card_utilization,default_12m,lgd
30,54300.91,private,own,7.09,15.34,metro,0,home_improvement,11122.05,1,0.5501,0,2,0,,0,
43,37336.74,private,mortgage,7.3,6.08,metro,1,small_business,11229.73,0,0.7004,3,0,0,0.638,0,
24,12568.73,student,mortgage,5.78,3.05,suburban,1,education,5964.14,0,0.8366,4,1,0,0.5843,0,
53,46257.66,public_sector,rent,11.31,0.89,suburban,1,debt_consolidation,67373.94,1,0.95,2,2,0,0.4662,0,
60,28823.33,public_sector,mortgage,11.45,3.57,metro,1,debt_consolidation,5784.02,0,0.5282,1,0,0,0.5371,0,
59,43376.53,private,rent,4.76,7.12,suburban,1,debt_consolidation,17342.22,1,0.7853,3,0,1,0.7161,0,
59,18380.08,private,rent,6.07,6.16,rural,1,debt_consolidation,10676.93,0,0.8968,5,1,1,0.6328,0,
42,32419.16,private,rent,6.2,5.04,rural,1,other,7954.62,0,0.5791,4,1,0,0.5655,0,
47,75750.69,public_sector,mortgage,11.95,5.83,suburban,1,home_improvement,37116.64,1,0.7686,1,2,1,0.546,1,0.5357214571031813
24,37212.15,student,mortgage,5.51,4.46,metro,1,debt_consolidation,32224.31,0,0.95,1,0,0,0.5988,0,
48,83685.47,private,own,5.3,5.42,metro,1,debt_consolidation,10313.58,0,0.5025,0,0,0,0.6051,0,
23,24698.71,unemployed,mortgage,2.83,13.66,rural,1,debt_consolidation,14022.82,1,0.8008,2,1,0,0.6793,0,
43,41478.4,private,rent,3.09,4.88,suburban,1,debt_consolidation,19387.84,0,0.8233,1,0,0,0.494,0,
70,35297.02,private,own,2.96,11.2,metro,0,home_improvement,13353.32,1,0.748,2,2,0,0.6064,0,
42,44023.74,self_employed,own,1.22,3.55,suburban,0,debt_consolidation,9508.32,0,0.5707,4,1,0,0.4266,0,
39,36699.69,private,rent,5.35,2.29,suburban,1,debt_consolidation,21265.24,0,0.8118,3,1,0,0.5332,0,
52,41636.9,private,own,4.93,5.49,rural,1,debt_consolidation,12394.2,0,0.5663,0,1,0,0.643,0,
39,25253.46,student,mortgage,2.4,8.84,suburban,0,home_improvement,17084.95,0,0.87,1,1,1,0.5501,0,
32,15360.02,public_sector,mortgage,7.03,6.75,metro,1,home_improvement,18445.57,0,0.95,1,1,0,0.6498,0,
39,50938.86,private,rent,10.41,4.68,suburban,1,debt_consolidation,26047.75,0,0.8808,3,1,1,0.5927,0,
25,25410.35,private,rent,6.86,5.3,metro,0,debt_consolidation,16025.05,0,0.9358,3,2,0,0.7537,0,
47,65135.51,private,rent,10.91,4.97,metro,1,debt_consolidation,27598.66,0,0.7687,1,0,0,,0,
34,21491.28,public_sector,own,10.64,20.56,rural,1,small_business,5541.11,0,0.4679,1,0,0,0.4454,0,
70,79035.35,retired,rent,5.45,3.88,rural,1,education,31376.26,0,0.7536,3,0,0,0.632,0,
49,22564.81,private,mortgage,7.93,2.16,rural,1,home_improvement,24437.64,0,0.95,0,0,0,,0,
71,20585.54,private,mortgage,10.36,7.43,rural,1,debt_consolidation,20999.59,1,0.95,3,0,0,0.7446,0,
36,72194.62,private,mortgage,7.92,9.59,rural,1,education,47200.98,0,0.8306,1,2,2,0.4958,1,1.0
26,8733.46,student,mortgage,0.8,14.05,suburban,1,debt_consolidation,8121.68,0,0.95,2,0,0,0.6659,0,
47,61916.03,private,rent,6.22,2.41,metro,1,other,24563.43,0,0.7323,3,0,0,0.7208,0,
42,65025.92,private,own,3.23,5.92,metro,1,other,15444.24,0,0.5948,3,2,0,0.5972,0,
35,32144.25,public_sector,rent,12.35,5.56,metro,1,debt_consolidation,16176.81,0,0.7719,4,3,0,0.677,0,
27,38971.68,private,mortgage,11.24,15.76,metro,1,debt_consolidation,19407.35,0,0.6693,3,0,0,0.4981,0,
29,81105.87,public_sector,rent,6.54,3.98,metro,1,debt_consolidation,35813.54,0,0.8125,4,0,0,0.7536,0,
32,21456.06,unemployed,own,3.99,16.31,suburban,1,debt_consolidation,7763.52,0,0.8475,2,0,0,0.6506,1,0.8326133843924634
37,20152.24,private,rent,9.73,2.2,rural,0,debt_consolidation,24022.22,0,0.95,1,1,0,0.7838,0,
30,18529.15,student,mortgage,2.94,4.07,metro,1,small_business,5554.8,0,0.6667,5,1,0,0.6107,0,
47,127043.62,private,rent,6.43,12.64,rural,1,home_improvement,22313.03,1,0.5976,4,1,0,0.4282,0,
43,32391.3,public_sector,own,7.69,7.06,suburban,1,car,18446.27,0,0.8746,1,1,1,0.4288,0,
50,32793.29,private,family,13.78,6.36,metro,1,home_improvement,15532.77,1,0.7473,1,1,0,0.5438,0,
28,46966.38,private,rent,5.01,2.35,metro,1,debt_consolidation,7256.52,0,0.6174,4,2,1,0.4769,1,1.0
45,59026.91,retired,own,2.59,4.39,metro,1,debt_consolidation,7024.83,0,0.5265,2,0,0,0.435,0,
42,26137.62,public_sector,rent,13.46,13.93,rural,1,debt_consolidation,10416.34,0,0.8034,2,0,0,0.7532,0,
39,57972.17,public_sector,rent,9.37,14.27,rural,1,home_improvement,15034.18,0,0.6151,2,2,0,0.4657,0,
48,24467.64,private,rent,14.98,4.01,metro,1,home_improvement,16246.54,1,0.89,2,0,0,0.5834,0,
18,35394.01,private,family,5.13,9.24,rural,1,small_business,13562.44,1,0.6727,2,1,0,0.6626,0,
45,48171.24,private,mortgage,8.83,5.58,metro,1,other,5463.04,0,0.4609,1,0,0,0.501,0,
38,18734.16,private,own,4.21,7.21,rural,1,debt_consolidation,17731.92,0,0.95,1,1,1,0.6425,1,0.9771749118925556
36,34930.65,private,own,3.94,6.92,metro,1,debt_consolidation,16560.09,0,0.8546,0,0,1,0.6722,0,
48,36389.66,private,rent,5.62,4.0,metro,1,debt_consolidation,12043.73,0,0.7131,3,0,0,0.6175,0,
25,62569.79,self_employed,rent,2.66,6.42,rural,1,debt_consolidation,14309.62,0,0.6107,3,2,0,0.6682,1,1.0
26,46297.01,public_sector,rent,13.33,5.74,rural,1,debt_consolidation,13202.97,0,0.5901,3,0,0,,0,
33,31022.36,private,rent,13.39,8.16,metro,1,education,8873.66,0,0.7394,4,1,1,0.6872,0,
73,33583.0,private,rent,4.23,4.36,rural,1,home_improvement,15741.73,1,0.7287,0,4,0,0.5198,1,0.24853514986303246
41,34640.49,private,mortgage,4.9,3.61,suburban,1,home_improvement,14774.9,0,0.8153,2,1,0,0.553,0,
44,57070.88,private,rent,7.06,2.91,metro,1,education,4759.9,0,0.4006,2,0,0,,0,
28,25651.9,private,mortgage,5.11,9.63,metro,1,debt_consolidation,14124.12,1,0.8494,1,2,0,0.539,0,
36,77961.5,public_sector,mortgage,6.42,10.89,metro,1,home_improvement,20619.99,1,0.6176,2,1,0,0.6466,0,
48,42742.75,private,rent,6.3,1.19,suburban,1,debt_consolidation,11674.26,0,0.6558,2,1,0,0.6588,0,
72,34752.27,retired,rent,1.45,5.0,metro,1,debt_consolidation,8666.71,0,0.5933,0,2,1,0.4798,0,
59,17824.56,private,family,3.71,2.22,suburban,1,car,10249.34,0,0.7708,3,0,0,0.5823,0,
42,51181.98,retired,mortgage,4.43,4.26,rural,1,other,8010.11,0,0.4658,3,0,0,0.5104,0,
19,67965.37,private,rent,3.16,1.0,metro,1,debt_consolidation,17556.99,0,0.7349,1,1,0,0.6812,0,
21,72383.96,self_employed,mortgage,1.28,5.66,metro,1,other,20566.01,1,0.7053,0,0,1,0.66,0,
35,37037.81,student,mortgage,3.46,5.34,metro,1,debt_consolidation,12257.6,0,0.7411,2,1,1,0.6691,1,0.8098242851539225
66,66206.01,private,rent,6.08,8.37,metro,1,home_improvement,16153.26,1,0.6886,2,1,0,0.5631,0,
54,30126.27,private,mortgage,13.63,2.22,metro,1,small_business,25826.65,1,0.95,4,3,0,0.7612,0,
27,34674.03,private,own,2.85,5.74,metro,1,debt_consolidation,11329.59,0,0.6526,2,1,0,0.6573,0,
55,22360.25,private,family,9.37,6.52,rural,1,other,9029.98,0,0.7212,0,1,0,0.4539,0,
24,70198.92,private,rent,6.81,1.17,suburban,1,debt_consolidation,14321.79,0,0.6643,5,0,0,0.5333,0,
35,98057.69,private,rent,2.93,3.78,suburban,1,debt_consolidation,9851.94,0,0.5351,4,0,0,,0,
60,26279.79,private,mortgage,8.21,5.78,rural,1,home_improvement,16081.84,0,0.7878,4,0,0,0.4126,0,
45,34979.06,public_sector,mortgage,10.11,1.53,metro,1,car,8846.01,0,0.7008,2,0,0,0.5792,0,
22,37376.44,public_sector,rent,9.01,10.71,suburban,1,debt_consolidation,4845.63,0,0.4972,4,0,1,,1,1.0
28,29112.91,private,own,5.12,4.86,suburban,1,car,10238.31,1,0.6669,1,0,0,0.635,0,
28,18681.43,student,mortgage,3.86,2.58,suburban,1,debt_consolidation,7557.5,0,0.7978,0,0,0,0.6847,0,
56,49015.89,private,rent,5.34,5.65,metro,1,debt_consolidation,31293.49,1,0.95,1,0,0,0.4602,0,
26,79012.94,private,rent,3.32,3.59,metro,1,debt_consolidation,14101.38,0,0.5614,1,1,0,0.613,0,
24,76379.2,self_employed,rent,2.72,7.9,metro,1,debt_consolidation,28738.85,0,0.7418,5,1,0,0.4053,0,
63,18847.23,private,rent,5.36,1.96,metro,1,car,5560.98,0,0.6068,2,1,0,,0,
48,38363.02,self_employed,mortgage,2.19,2.94,metro,1,other,10645.44,0,0.6679,0,0,0,0.7164,0,
64,88383.88,private,own,4.04,5.42,rural,1,small_business,53105.38,0,0.8719,4,0,0,0.6761,0,
34,17552.14,private,rent,5.39,10.63,rural,1,car,8147.86,0,0.7639,2,3,2,0.5484,0,
35,192445.36,private,mortgage,9.4,9.33,metro,1,debt_consolidation,16231.97,0,0.3832,0,0,0,0.4146,0,
21,60375.45,self_employed,rent,3.71,0.86,rural,1,small_business,12047.67,0,0.6554,1,1,0,0.7463,0,
21,28117.54,private,rent,11.17,1.51,rural,1,car,5500.26,1,0.66,0,0,0,0.5634,0,
18,54527.07,self_employed,rent,2.37,11.36,metro,1,debt_consolidation,13395.08,0,0.5793,5,0,0,0.5676,0,
44,36126.75,private,rent,7.51,0.62,metro,1,car,3018.27,1,0.4962,6,0,1,0.6204,0,
36,28215.34,public_sector,own,6.99,8.84,metro,1,home_improvement,6483.47,0,0.577,0,0,0,,0,
26,63268.06,private,rent,6.48,5.0,metro,1,debt_consolidation,12745.14,0,0.5852,3,0,0,0.4905,0,
26,25626.79,retired,rent,1.99,7.61,metro,1,home_improvement,5537.48,0,0.6191,2,1,0,0.5537,0,
52,54323.99,public_sector,rent,8.84,2.53,suburban,0,debt_consolidation,11992.91,0,0.5855,5,0,0,0.7019,0,
38,24650.91,student,mortgage,9.95,5.98,suburban,1,debt_consolidation,10302.07,0,0.7271,0,0,1,0.5557,0,
25,107572.11,self_employed,rent,1.06,2.25,metro,1,debt_consolidation,20325.41,0,0.6725,1,1,0,0.679,0,
63,23539.23,private,mortgage,5.07,5.48,suburban,1,debt_consolidation,12503.51,0,0.809,3,0,0,0.546,0,
48,50919.1,private,family,4.63,10.23,metro,1,other,32265.4,1,0.95,0,0,0,0.6365,0,
38,98838.69,public_sector,mortgage,8.15,5.05,metro,1,car,35911.31,0,0.6626,1,1,0,0.6389,0,
77,80961.68,retired,rent,8.69,10.43,metro,0,education,60514.8,1,0.95,0,0,0,0.7295,1,0.9859868027167322
37,36702.13,private,rent,7.7,4.5,suburban,1,debt_consolidation,11206.88,0,0.674,4,0,1,0.6263,0,
48,41490.65,private,own,7.01,11.23,suburban,1,other,5866.37,0,0.4953,2,0,0,0.2596,0,
37,30184.32,self_employed,own,2.97,12.37,metro,1,car,4412.19,1,0.5742,3,1,1,0.7436,0,
63,59164.46,public_sector,rent,9.59,5.1,metro,1,debt_consolidation,15446.12,0,0.547,1,0,0,0.5488,0,
60,26891.43,self_employed,rent,0.0,10.82,suburban,1,car,3785.29,1,0.5198,3,1,0,0.444,1,0.11602645082768052
32,72307.93,public_sector,rent,10.03,3.71,suburban,1,education,12227.64,0,0.5707,3,0,0,0.5725,0,
25,112107.65,private,own,5.59,5.66,metro,1,debt_consolidation,15388.96,0,0.4875,2,0,0,0.3858,0,
28,226059.49,private,mortgage,8.62,9.26,rural,1,debt_consolidation,26640.67,0,0.3927,1,0,0,0.2389,0,
21,18449.74,student,rent,3.63,4.85,metro,1,education,9061.67,0,0.8288,2,2,0,0.8475,0,
53,92153.05,public_sector,own,8.02,5.8,metro,1,home_improvement,51510.4,0,0.8174,2,0,0,0.7215,0,
64,67090.27,public_sector,rent,8.33,5.27,metro,1,car,9174.53,0,0.52,0,1,0,0.6151,0,
42,18693.28,private,own,4.05,15.46,metro,1,other,6894.11,1,0.6992,1,1,2,0.3999,0,
53,18574.81,private,own,5.06,4.46,rural,1,debt_consolidation,4591.21,1,0.5385,2,0,0,0.3968,0,
29,23782.98,private,mortgage,4.55,7.79,metro,0,debt_consolidation,20749.83,1,0.95,3,2,0,0.7047,0,
53,33603.06,retired,rent,4.53,1.95,suburban,1,debt_consolidation,5727.21,0,0.5616,4,1,0,0.5344,0,
77,67817.61,public_sector,own,6.63,4.8,suburban,1,small_business,31983.44,0,0.8405,2,0,0,0.8129,1,1.0
55,41835.83,student,rent,2.48,7.06,metro,1,other,19158.22,0,0.874,2,0,0,0.9464,0,
36,34119.73,self_employed,mortgage,0.13,2.69,metro,1,education,9064.0,1,0.6636,0,0,0,0.5738,0,
42,60170.23,public_sector,mortgage,12.05,7.3,rural,1,small_business,29537.78,1,0.7939,3,1,0,0.6656,0,
56,19706.33,student,rent,4.0,8.3,rural,1,debt_consolidation,9245.32,1,0.7674,4,0,0,0.6406,0,
26,19231.88,unemployed,mortgage,2.89,2.58,metro,1,home_improvement,6330.94,0,0.6646,4,0,0,,0,
54,36388.52,self_employed,own,0.02,12.91,metro,1,home_improvement,28633.44,1,0.95,0,1,0,0.7942,0,
18,47778.16,private,own,5.39,6.73,metro,1,debt_consolidation,73682.59,0,0.95,3,0,0,0.6185,1,0.8429096873747548
20,31036.81,unemployed,own,1.95,8.9,metro,1,other,4378.88,0,0.514,7,1,0,0.4878,0,
26,61342.4,self_employed,mortgage,10.36,2.47,rural,1,debt_consolidation,11920.25,0,0.4719,0,1,0,0.3786,0,
42,26635.33,retired,own,5.68,4.77,metro,1,education,7277.31,0,0.6526,3,2,2,0.4239,0,
27,37316.77,private,mortgage,5.09,6.67,suburban,1,debt_consolidation,10362.08,0,0.6301,3,0,1,0.4998,0,
53,22412.77,retired,mortgage,4.71,3.73,metro,1,debt_consolidation,17597.98,0,0.95,1,1,1,0.6064,0,
44,28422.37,retired,rent,1.08,1.28,metro,1,education,12391.63,0,0.8438,1,2,0,0.5567,1,0.8458347628341935
28,34827.11,self_employed,family,3.52,16.64,rural,1,debt_consolidation,14780.07,0,0.7928,1,1,1,0.6318,0,
43,46946.38,self_employed,rent,0.0,3.14,metro,0,home_improvement,35043.43,0,0.95,2,3,1,0.4839,0,
18,14702.57,private,own,4.94,12.98,metro,1,small_business,14308.53,0,0.95,1,1,0,0.8921,1,1.0
48,34758.92,private,rent,7.79,1.41,suburban,0,car,6308.66,0,0.6006,1,0,0,0.7568,0,
63,98175.08,private,own,6.44,4.85,metro,1,home_improvement,80000.0,1,0.95,1,1,1,0.6023,0,
57,20877.43,public_sector,mortgage,7.06,8.18,rural,1,debt_consolidation,14101.67,0,0.8522,3,1,0,0.3748,0,
32,45912.07,private,rent,5.59,2.75,metro,1,small_business,2432.98,0,0.4193,1,0,1,0.4369,0,
64,60277.55,private,rent,4.83,8.83,metro,1,debt_consolidation,22485.6,0,0.8094,1,2,1,0.7712,0,
75,17808.54,retired,mortgage,2.8,4.49,metro,0,other,5407.93,0,0.6204,1,0,0,,0,
53,66819.17,private,rent,9.97,2.94,metro,1,debt_consolidation,18965.61,0,0.6399,0,2,0,0.537,0,
49,38285.38,private,rent,10.28,9.81,metro,1,small_business,18413.91,0,0.7319,2,1,0,0.4763,0,
51,34781.05,private,own,7.09,21.35,suburban,1,car,5911.59,0,0.3826,0,0,0,0.4877,0,
22,92988.21,public_sector,rent,11.25,2.82,suburban,1,small_business,29329.16,0,0.5879,3,0,0,0.6316,0,
51,29822.03,self_employed,rent,0.56,4.04,suburban,1,education,13436.12,1,0.8239,3,2,0,0.6508,0,
41,35706.65,self_employed,rent,0.0,1.66,suburban,1,debt_consolidation,15210.84,0,0.7819,1,1,1,0.7866,0,
21,22331.54,private,rent,11.44,4.06,suburban,1,education,10175.14,0,0.8173,4,0,0,0.6755,1,1.0
51,90393.43,self_employed,rent,0.0,3.05,metro,1,home_improvement,21255.94,1,0.7252,1,1,0,0.6064,0,
52,36856.49,self_employed,own,1.68,7.43,metro,1,car,11515.76,0,0.7609,1,1,0,0.5973,0,
27,72051.21,retired,rent,3.94,1.55,metro,1,debt_consolidation,24609.82,0,0.7115,3,0,0,0.5629,0,
18,17066.73,private,mortgage,4.53,7.02,suburban,1,debt_consolidation,6088.1,0,0.721,2,0,1,0.587,0,
49,28573.92,private,mortgage,13.0,5.1,metro,1,debt_consolidation,10316.99,0,0.7331,1,1,0,0.4591,0,
55,87235.63,public_sector,rent,7.83,6.63,metro,1,home_improvement,49993.24,1,0.834,1,1,0,0.6737,1,0.0
28,47925.37,public_sector,own,9.25,8.99,suburban,1,home_improvement,7056.63,0,0.4211,0,0,0,0.3848,0,
45,20312.39,private,rent,3.53,1.75,suburban,1,home_improvement,13694.23,1,0.9384,6,1,1,0.5812,0,
50,96001.29,public_sector,mortgage,7.53,13.04,rural,1,home_improvement,34678.16,1,0.6865,3,0,0,0.5425,0,
50,100225.82,private,rent,7.62,3.35,rural,1,car,11868.67,1,0.4439,1,0,0,0.5825,0,
42,54577.86,self_employed,rent,0.0,6.72,suburban,1,debt_consolidation,50021.6,0,0.95,1,0,0,,0,
21,32566.83,private,rent,3.39,3.56,metro,1,debt_consolidation,6142.92,0,0.5223,0,0,0,0.6293,0,
38,45696.22,private,rent,13.16,4.99,metro,1,debt_consolidation,6914.93,0,0.5489,2,0,0,0.7679,0,
58,34619.96,unemployed,own,7.33,16.24,metro,1,debt_consolidation,8903.04,1,0.6772,1,2,0,0.5893,0,
36,54918.73,private,mortgage,5.8,7.16,metro,1,car,24101.08,1,0.7253,2,2,0,0.421,0,
42,22531.16,public_sector,rent,8.63,5.15,metro,1,debt_consolidation,8045.17,1,0.7112,1,1,1,0.4868,0,
42,38141.85,private,mortgage,7.01,5.21,rural,1,home_improvement,23090.56,0,0.8134,2,0,1,0.6006,0,
18,71268.12,private,mortgage,2.92,4.98,metro,1,home_improvement,21414.94,0,0.6086,1,0,0,0.5422,0,
41,35472.61,student,mortgage,7.77,7.6,metro,1,debt_consolidation,11653.19,0,0.7328,1,2,1,0.4277,0,
49,24016.61,retired,mortgage,6.74,3.2,metro,0,car,10949.88,0,0.7838,2,2,1,0.5531,0,
20,14506.91,unemployed,own,7.1,8.46,rural,1,home_improvement,5638.88,0,0.8124,2,0,0,0.5761,0,
66,94221.89,public_sector,rent,6.86,7.54,metro,0,other,31103.49,0,0.6865,2,1,0,0.4146,1,1.0
45,46880.78,private,own,7.18,6.54,rural,1,education,6636.04,0,0.5548,0,1,0,0.4814,0,
33,17580.05,private,rent,3.09,5.86,metro,1,debt_consolidation,5099.23,0,0.6926,0,0,0,0.719,0,
45,22191.23,private,family,6.4,3.21,rural,1,debt_consolidation,4607.63,0,0.5068,0,1,0,0.3565,0,
22,43339.16,private,mortgage,11.64,9.11,suburban,1,debt_consolidation,15847.93,0,0.5811,0,1,0,0.516,0,
44,21674.02,private,rent,8.75,0.67,rural,1,debt_consolidation,10121.09,1,0.8108,2,2,1,0.5447,0,
34,40733.88,private,rent,5.47,1.51,suburban,1,debt_consolidation,10856.48,1,0.6912,2,1,0,0.5823,1,0.0
32,36364.31,public_sector,rent,6.16,6.32,metro,1,home_improvement,18207.64,0,0.8057,2,0,1,,1,1.0
52,62630.65,private,rent,5.39,6.17,metro,1,other,18772.21,0,0.7113,1,0,0,0.7445,0,
77,37771.53,self_employed,family,1.24,3.92,rural,1,debt_consolidation,15413.59,0,0.7894,2,0,0,0.3216,0,
77,73264.64,private,mortgage,7.7,4.3,metro,1,home_improvement,60854.66,0,0.95,1,3,0,0.5138,1,0.9969197918160936
54,26940.85,self_employed,rent,0.0,1.71,rural,1,debt_consolidation,15300.36,1,0.9126,0,0,1,0.7769,0,
43,40246.0,private,mortgage,7.77,4.35,metro,1,debt_consolidation,21393.77,0,0.8062,3,1,0,0.7085,0,
34,21971.2,public_sector,own,10.05,12.71,suburban,1,debt_consolidation,9743.46,0,0.8248,2,1,0,0.5025,0,
72,88353.63,self_employed,rent,0.72,9.59,rural,0,home_improvement,49503.75,1,0.881,4,0,0,0.4241,1,0.6685187261640843
43,38513.35,self_employed,rent,3.49,2.92,suburban,1,debt_consolidation,5463.77,0,0.5856,2,1,1,0.6817,1,1.0
38,50286.92,private,rent,2.9,11.32,metro,1,debt_consolidation,9533.79,0,0.5858,2,0,0,0.4056,0,
47,32619.03,public_sector,own,13.22,5.31,metro,0,home_improvement,19006.34,0,0.7503,0,0,0,0.3948,0,
63,61461.86,self_employed,rent,3.28,2.09,metro,1,debt_consolidation,14275.99,0,0.655,3,0,0,0.5997,0,
34,35100.28,self_employed,mortgage,2.7,5.3,rural,1,car,7789.55,1,0.6243,1,1,0,0.5438,0,
37,57719.98,public_sector,mortgage,11.29,12.67,metro,1,debt_consolidation,9934.07,0,0.5017,3,0,0,0.4481,0,
46,70717.44,public_sector,rent,16.96,4.08,metro,1,home_improvement,6955.57,1,0.4773,1,1,0,0.5178,0,
49,36347.0,public_sector,rent,8.17,4.81,suburban,1,debt_consolidation,10878.22,0,0.6921,3,0,0,0.6765,0,
28,26639.06,private,own,7.81,11.2,metro,1,debt_consolidation,16827.93,0,0.8971,2,2,1,0.5227,0,
30,96081.93,public_sector,family,12.26,8.12,suburban,1,debt_consolidation,8777.97,1,0.4201,1,0,0,0.5386,0,
40,47727.23,self_employed,rent,0.0,6.41,metro,1,education,17124.16,1,0.8235,3,1,0,,0,
68,78971.1,private,mortgage,3.81,5.38,rural,1,small_business,4885.36,0,0.3318,2,0,0,0.4548,0,
33,16670.26,private,mortgage,2.54,6.41,metro,1,small_business,7348.04,0,0.6643,2,1,0,0.5558,0,
53,20638.43,student,mortgage,6.93,3.18,suburban,1,car,6220.07,0,0.6923,3,0,0,0.7862,0,
49,52445.66,private,rent,7.2,5.62,suburban,1,debt_consolidation,25172.37,0,0.7426,4,0,0,0.584,0,
49,24515.86,retired,rent,1.03,4.62,metro,1,debt_consolidation,17426.4,0,0.95,2,0,0,0.6093,0,
41,75084.07,private,mortgage,8.95,6.37,metro,1,education,40049.55,0,0.8374,0,0,0,0.4991,0,
46,37364.75,student,rent,2.76,3.22,suburban,1,education,16133.82,0,0.8136,4,3,0,0.6684,0,
52,66601.02,self_employed,mortgage,0.0,3.2,suburban,1,debt_consolidation,38774.46,0,0.8492,3,1,0,0.6066,0,
24,35406.72,self_employed,rent,1.5,6.5,metro,1,car,10142.79,1,0.7275,1,0,0,0.5558,0,
42,28805.76,private,rent,7.8,13.17,rural,1,debt_consolidation,14160.13,1,0.8142,2,6,0,0.6108,0,
43,53506.47,private,own,7.5,9.64,suburban,0,other,14109.74,0,0.6287,3,0,1,0.6552,0,
37,56454.87,public_sector,rent,9.94,1.5,metro,0,debt_consolidation,11697.01,0,0.6213,2,0,0,0.6334,0,
35,24225.37,private,rent,5.58,6.44,metro,1,home_improvement,11515.05,0,0.741,1,0,0,0.6166,0,
37,24455.97,retired,rent,2.81,4.48,suburban,1,debt_consolidation,12498.82,0,0.9204,4,0,0,0.5855,1,0.0
39,22508.35,self_employed,mortgage,0.4,10.21,metro,1,small_business,10875.25,0,0.705,3,0,0,0.4342,0,
45,24501.66,retired,rent,6.57,4.14,metro,1,other,10178.73,0,0.7037,4,2,0,0.5336,0,
43,28210.74,private,mortgage,7.34,8.36,metro,1,car,8488.61,0,0.6879,2,0,0,,0,
51,124857.98,private,family,8.33,6.17,suburban,1,debt_consolidation,14375.18,0,0.4721,1,0,0,0.6291,0,
35,35049.42,private,mortgage,7.41,2.46,suburban,1,debt_consolidation,8463.11,0,0.6083,3,2,1,0.5378,0,
29,56070.63,private,mortgage,3.37,5.22,metro,1,debt_consolidation,20729.49,0,0.7098,0,2,1,0.6503,0,
22,56092.77,self_employed,mortgage,9.47,8.75,metro,1,small_business,34176.42,0,0.9065,2,1,0,0.7652,1,0.9687664750991758
38,41158.75,private,rent,11.14,1.76,metro,1,home_improvement,20219.79,0,0.95,3,0,0,,0,
53,54471.91,private,mortgage,8.21,9.84,suburban,1,debt_consolidation,20406.89,0,0.6725,0,1,0,0.3923,0,
43,60414.21,public_sector,mortgage,7.14,7.54,metro,1,other,9029.19,0,0.6079,4,2,1,0.3123,0,
56,43224.19,private,rent,6.43,4.59,suburban,1,debt_consolidation,14470.6,0,0.7466,2,2,1,0.6112,0,
65,39772.95,self_employed,own,1.46,13.56,metro,1,debt_consolidation,17157.58,0,0.8233,0,2,0,0.5477,0,
30,64731.33,public_sector,rent,13.96,5.31,rural,0,home_improvement,9861.22,1,0.541,1,0,0,0.5527,0,
47,29191.44,private,mortgage,7.65,3.02,rural,1,car,11430.51,0,0.6681,2,2,0,0.7034,0,
51,65300.5,private,rent,5.79,11.03,suburban,1,debt_consolidation,19450.11,0,0.6834,1,2,0,0.6026,0,
32,58040.77,public_sector,family,8.65,8.95,metro,1,debt_consolidation,6319.67,0,0.5094,3,0,0,0.6196,0,
20,31601.79,private,family,4.94,2.64,rural,1,education,10577.92,0,0.7064,3,1,1,0.671,0,
49,41636.21,private,rent,5.14,4.21,suburban,1,debt_consolidation,8968.39,0,0.5535,5,4,0,0.6381,0,
30,25952.02,private,rent,7.5,15.86,suburban,1,debt_consolidation,32825.26,0,0.95,4,1,0,0.7259,0,
42,31282.42,private,mortgage,9.11,2.72,suburban,0,other,17347.47,0,0.8245,4,0,1,0.4536,0,
38,45693.2,private,mortgage,8.05,8.43,metro,1,debt_consolidation,11291.35,1,0.5601,2,2,0,0.6499,0,
43,72896.97,private,own,3.32,8.95,metro,1,other,7959.47,0,0.5085,2,0,0,0.4922,0,
42,38544.3,private,rent,9.16,4.22,rural,1,education,27760.68,0,0.9467,2,2,0,0.7672,0,
24,71943.73,public_sector,rent,7.7,9.85,metro,1,debt_consolidation,20287.23,1,0.64,3,1,0,0.4285,0,
25,67237.8,public_sector,rent,9.85,15.47,suburban,1,other,33829.83,0,0.8205,1,0,0,0.8078,0,
58,20650.57,self_employed,rent,0.0,8.74,suburban,0,education,12731.76,0,0.9404,2,1,1,0.8192,0,
20,48781.31,private,mortgage,5.03,6.75,metro,1,small_business,13619.08,0,0.6151,3,1,0,,0,
32,50837.71,private,mortgage,5.14,4.09,rural,1,car,32046.95,1,0.8653,2,4,0,0.7551,0,
61,23624.59,private,rent,3.63,9.93,metro,1,education,6479.69,0,0.7213,2,1,0,0.7018,0,
59,31179.7,private,rent,8.39,2.45,suburban,1,debt_consolidation,12549.79,0,0.6568,1,1,0,0.6517,0,
69,20192.79,unemployed,family,1.89,2.66,metro,1,home_improvement,8386.23,1,0.8315,2,0,0,0.5236,0,
54,46315.22,public_sector,mortgage,10.6,5.96,suburban,1,education,21363.09,1,0.6953,3,0,0,0.6334,0,
62,62550.98,private,rent,8.42,1.49,metro,1,debt_consolidation,20300.47,0,0.6452,0,1,0,0.4963,0,
65,41539.05,public_sector,mortgage,12.85,6.96,rural,1,other,17937.45,0,0.6988,1,2,0,0.6801,0,
42,54025.95,self_employed,rent,7.38,2.31,metro,1,other,11488.06,0,0.7196,2,2,1,0.5828,0,
